SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD186000,2,1.0,763,NA,1948,471,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5224-8th-Rd-S-22204/unit-3/home/11281671,MRIS,AR9996277,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD257000,2,1.5,1063,NA,1969,497,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5001-7th-Rd-S-22204/unit-202/home/11259552,MRIS,AR10041417,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD172500,0,1.0,489,NA,1980,305,Sold,NA,NA,http://www.redfin.com/VA/Alexandria/1225-Martha-Custis-Dr-22302/unit-1502/home/11863235,MRIS,AX10037568,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD350000,2,1.0,1121,NA,1944,340,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3079-S-Buchanan-St-22206/unit-B1/home/11269200,MRIS,AR10039464,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD387500,2,2.0,1490,NA,1940,288,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3346-S-Wakefield-St-22206/unit-A2/home/11269452,MRIS,AR9933384,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD222000,1,1.0,815,NA,1980,508,Sold,NA,NA,http://www.redfin.com/VA/Alexandria/1225-Martha-Custis-Dr-22302/unit-1612/home/11863265,MRIS,AX10040306,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD490000,2,2.0,870,5937,1951,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2015-S-Oakland-St-22204/home/11271663,MRIS,AR9938293,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-5-2017,propertytype:Condo/Co-op,USD550000,2,2.0,1166,NA,2006,430,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-317/home/12040705,MRIS,AR10029566,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD233000,2,2.0,1067,NA,1972,662,Sold,NA,NA,http://www.redfin.com/VA/Falls-Church/3101-S-Manchester-St-22044/unit-516/home/9570397,MRIS,FX10009871,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD635000,2,2.0,864,2629,1938,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1061-N-Nelson-St-22201/home/11245258,MRIS,AR10035458,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD255000,1,1.0,579,NA,1973,374,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4141-N-Henderson-Rd-22203/unit-920/home/11257396,MRIS,AR10010074,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD649608,2,2.0,998,NA,2005,522,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1205-N-Garfield-St-22201/unit-608/home/11281067,MRIS,AR9975012,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD158500,1,1.0,785,NA,1970,487,Sold,NA,NA,http://www.redfin.com/VA/Falls-Church/6001-Arlington-Blvd-22044/unit-914/home/9569127,MRIS,FX9998149,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-8-2017,propertytype:Condo/Co-op,USD145000,1,1.0,514,NA,1955,352,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1121-Arlington-Blvd-22209/unit-604/home/113532210,MRIS,AR9895773,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD837400,2,2.0,1175,NA,2008,NA,,NA,NA,http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2008/home/16898366,,,N,Y,NA
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD1380000,2,2.5,2068,NA,2002,1643,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1201-N-Nash-St-22209/unit-402/home/11279041,MRIS,AR10056002,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-11-2017,propertytype:Condo/Co-op,USD234000,1,1.0,684,NA,1958,509,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1300-S-Arlington-Ridge-Rd-22202/unit-609/home/11275454,MRIS,AR9990705,N,Y,"Monday- Aug 21, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD610000,2,2.0,1338,NA,1984,996,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1805-Crystal-Dr-22202/unit-908S/home/11274185,MRIS,AR9988932,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD330000,1,1.0,676,NA,1984,498,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1805-Crystal-Dr-22202/unit-803S/home/11274162,MRIS,AR9951248,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD175000,1,1.0,643,NA,1980,401,Sold,NA,NA,http://www.redfin.com/VA/Alexandria/1225-Martha-Custis-Dr-22302/unit-415/home/11863047,MRIS,AX10005804,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD264900,1,1.0,711,NA,1944,330,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4724-29th-St-S-22206/unit-C2/home/11268595,MRIS,AR9970497,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-19-2017,propertytype:Condo/Co-op,USD385000,2,2.0,1078,NA,1982,375,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2819-S-Woodrow-St-22206/unit-E/home/143204072,MRIS,AR10029196,N,Y,"Wednesday- Sep 06, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD580000,2,3.5,1836,NA,1979,440,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2420-S-Walter-Reed-Dr-22206/unit-1/home/81825643,MRIS,AR10035744,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD495000,2,2.0,1500,NA,1940,410,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4225-32nd-Rd-S-22206/unit-275/home/11269666,MRIS,AR10021644,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-21-2017,propertytype:Single Family Residential,USD450000,2,1.0,828,6031,1957,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/813-S-Quincy-St-22204/home/11261281,MRIS,AR10025309,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-22-2017,propertytype:Townhouse,USD523000,2,1.5,1232,NA,1979,359,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1605-S-Hayes-St-22202/unit-A/home/143105003,MRIS,AR10024408,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-15-2017,propertytype:Townhouse,USD577000,2,2.5,1152,2553,1940,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3617-1st-Rd-S-22204/home/11262062,MRIS,AR10034300,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-27-2017,propertytype:Townhouse,USD480000,2,2.0,1500,NA,1940,315,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3534-S-Wakefield-St-22206/unit-N-A/home/143304508,MRIS,AR10029145,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-26-2017,propertytype:Condo/Co-op,USD325000,2,2.0,1150,NA,2005,569,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-926/home/11282054,MRIS,AR9988564,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD25500,1,1.0,642,NA,1943,307,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2513-Arlington-Blvd-22201/unit-101/home/142465308,MRIS,AR10004642,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD314900,2,1.0,800,NA,1950,300,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2667-S-Walter-Reed-Dr-22206/unit-D/home/11268045,MRIS,AR10038179,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD350000,1,1.0,669,NA,2007,323,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3650-S-Glebe-Rd-22202/unit-1047/home/16896758,MRIS,AR10033032,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD385000,2,2.0,1078,NA,1982,NA,,NA,NA,http://www.redfin.com/VA/Arlington/2819-S-Woodrow-St-22206/unit-5/home/11266718,,,N,Y,NA
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD180000,2,1.0,980,NA,1970,608,Sold,NA,NA,http://www.redfin.com/VA/Falls-Church/6001-Arlington-Blvd-22044/unit-T21/home/9568675,MRIS,FX9986584,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD225000,2,1.0,966,NA,1958,NA,,NA,NA,http://www.redfin.com/VA/Arlington/3601-5th-St-S-22204/unit-110/home/11260776,,,N,Y,NA
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD169000,0,1.0,530,NA,1964,294,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1830-Columbia-Pike-22204/unit-509/home/11272721,MRIS,AR10031311,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-22-2017,propertytype:Townhouse,USD459000,2,2.5,1152,NA,1981,358,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2113-N-Monroe-St-22207/unit-B/home/11233175,MRIS,AR10022999,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-8-2017,propertytype:Condo/Co-op,USD260000,1,1.0,809,NA,1965,584,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4201-Lee-Hwy-22207/unit-605/home/11233476,MRIS,AR9950361,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-21-2017,propertytype:Condo/Co-op,USD390000,1,1.0,754,NA,1995,371,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1050-N-Stuart-St-22201/unit-103/home/11244660,MRIS,AR9952663,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-25-2017,propertytype:Condo/Co-op,USD479900,1,1.0,746,NA,2005,330,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-702/home/11281401,MRIS,AR10025806,N,Y,"Monday- Sep 18, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD471000,1,1.0,746,NA,2005,330,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-446/home/11281302,MRIS,AR10034455,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD180000,1,1.0,770,NA,1964,426,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1830-Columbia-Pike-22204/unit-503/home/11272715,MRIS,AR10032222,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD149900,1,1.0,610,NA,1948,384,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5224-8th-Rd-S-22204/unit-7/home/11281675,MRIS,AR10027364,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD230000,2,1.0,674,NA,1953,494,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2026-N-Vermont-St-22207/unit-101/home/11234926,MRIS,AR10033080,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD625000,2,2.0,1024,NA,2005,522,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1205-N-Garfield-St-22201/unit-404/home/11281041,MRIS,AR10009939,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-21-2017,propertytype:Condo/Co-op,USD690000,1,2.0,1017,NA,2007,493,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1600-N-Clarendon-Blvd-22209/unit-W202/home/16898144,MRIS,AR10034596,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,,propertytype:Single Family Residential,USD745000,1,2.5,1209,9375,1951,NA,,NA,NA,http://www.redfin.com/VA/Arlington/2027-N-Taylor-St-22207/home/11233684,,,N,Y,NA
PAST SALE,,propertytype:Condo/Co-op,USD370000,2,1.5,1224,NA,1983,NA,,NA,NA,http://www.redfin.com/VA/Arlington/122-N-Bedford-St-22201/unit-B/home/11255664,,,N,Y,NA
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD417000,1,1.0,650,NA,2003,351,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1200-N-Hartford-St-22201/unit-610/home/11279826,MRIS,AR9999347,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-26-2017,propertytype:Condo/Co-op,USD413500,1,1.0,699,NA,2007,320,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1800-Wilson-Blvd-22201/unit-125/home/12041031,MRIS,AR9950643,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-26-2017,propertytype:Condo/Co-op,USD659000,1,1.0,1058,NA,1964,826,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1200-N-Nash-St-22209/unit-543/home/11252101,MRIS,AR9987544,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD662500,2,2.0,1230,NA,1986,781,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1530-Key-Blvd-22209/unit-722/home/11250526,MRIS,AR9986950,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD480000,2,2.0,1057,NA,1994,671,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1050-N-Taylor-St-22201/unit-1-113/home/28454905,MRIS,AR10030816,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD700000,2,2.0,1060,NA,2006,636,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2001-15th-St-N-22201/unit-1210/home/12041358,MRIS,AR10033752,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD1100000,2,2.0,1652,NA,2007,836,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1615-N-Queen-St-22209/unit-M307/home/16897699,MRIS,AR9975533,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD245000,1,1.0,720,NA,1964,544,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2030-N-Adams-St-22201/unit-1404/home/11247039,MRIS,AR10034025,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD357681,2,2.0,1423,NA,1992,506,Sold,NA,NA,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-905/home/11246525,MRIS,AR9740407,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD475000,2,2.0,892,NA,1994,611,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1050-N-Taylor-St-22201/unit-601/home/142422543,MRIS,AR10004560,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD384900,1,1.0,757,NA,2006,370,Sold,NA,NA,http://www.redfin.com/VA/Arlington/820-N-Pollard-St-22203/unit-104/home/12040865,MRIS,AR9930065,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD290000,1,1.0,750,NA,1959,517,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1210-N-Taft-St-22201/unit-510/home/11251521,MRIS,AR10029594,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD160000,1,1.0,897,NA,1992,322,Sold,NA,NA,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1926/home/11246720,MRIS,AR9943223,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD365000,0,1.0,637,NA,2005,280,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-506/home/11281310,MRIS,AR9993637,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD319000,2,2.0,1129,NA,2005,600,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-718/home/11281978,MRIS,AR9998173,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD595000,2,2.0,1252,NA,2007,555,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3650-S-Glebe-Rd-22202/unit-651/home/143596594,MRIS,AR10051349,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD302000,1,1.0,748,NA,1983,345,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2909-S-Woodley-St-22206/unit-5/home/11267503,MRIS,AR10023057,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD250000,1,1.0,856,NA,2005,422,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-527/home/11281919,MRIS,AR10035640,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-28-2017,propertytype:Townhouse,USD505000,2,2.0,1500,NA,1940,331,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4508-34th-St-S-22206/unit-1230/home/11269927,MRIS,AR10049691,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD233500,1,1.0,856,NA,2005,422,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-522/home/11281914,MRIS,AR10002447,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-19-2017,propertytype:Townhouse,USD320000,2,1.0,875,NA,1950,325,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4619-28th-Rd-S-22206/unit-B/home/11266934,MRIS,AR10029109,N,Y,"Wednesday- Sep 06, 2017"
PAST SALE,September-13-2017,propertytype:Condo/Co-op,USD362000,2,1.0,796,NA,1987,330,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2050-N-Calvert-St-22201/unit-408/home/28547439,MRIS,AR9980383,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD137000,1,1.0,690,NA,1947,469,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5012-Columbia-Pike-22204/unit-4/home/11264992,MRIS,AR10012404,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-6-2017,propertytype:Condo/Co-op,USD510000,1,1.0,873,NA,2005,384,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-114/home/11281133,MRIS,AR10022941,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD480000,1,1.0,839,NA,2005,330,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-129/home/11281142,MRIS,AR10010260,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-5-2017,propertytype:Townhouse,USD479000,2,2.0,1500,NA,1940,340,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4309-35th-St-S-22206/unit-613/home/11270388,MRIS,AR10007818,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,September-6-2017,propertytype:Condo/Co-op,USD236000,1,1.0,735,NA,1958,509,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1300-S-Arlington-Ridge-Rd-22202/unit-714/home/11275475,MRIS,AR9993519,N,Y,"Friday- Aug 11, 2017"
